# Database that maps pinyin readings to their closest Tshet'hyun (Qieyun) equivalents.
# Pinyin readings tabulated from CEDict. Tshet'hyun (Qieyun) phonetic glosses sourced from multiple databases; syntax follows earlier versions of nk2028.
# No tone: Standard Mandarin unpredictable (入); 
# not to be confused with syllables with neutral tone ('Tone 5'), which are not assigned expected_readings.
# character counts are from CC-CEDICT (https://www.mdbg.net/chinese/dictionary?page=cedict). CEDICT is licensed under a Creative Commons Attribution-ShareAlike 4.0 International License.
character	attested_reading	expected_reading	QY	singchar_ count	multchar_ count	char_total_count
鄴	ye4		疑嚴入	1	2	3
酩	ming3		明青上	1	2	3
醍	ti2		定開齊平	1	2	3
醐	hu2		匣模平	1	2	3
醱	fa1			1	1	3
醱	po1			1	0	3
釕	liao4	diao3	端蕭上	1	1	3
釕	liao3			1	0	3
釗	zhao1		章宵平	1	2	3
釩	fan2	fan3	滂凡上	1	2	3
釵	chai1		初開佳平	1	2	3
釺	qian1		清開先平	1	2	3
鈀	ba3	ba1	幫二麻平	1	1	3
鈀	pa2			1	0	3
鈦	tai4		透開泰去	1	2	3
鈷	gu3		見模上	1	2	3
鉉	xuan4		匣合先上	1	2	3
鉸	jiao3		見肴上	1	2	3
銃	chong4		昌三東去	1	2	3
銖	zhu1	shu2	常虞平	1	2	3
銚	yao2		以宵平	2	0	3
銚	diao4		定蕭去	1	0	3
銬	kao4		溪豪去	1	2	3
鋌	ting3	ding4	定開青上	1	1	3
鋌	ding4		定開青上	1	0	3
鋦	ju1	ju	見鍾入	1	1	3
鋦	ju2			1	0	3
鋰	li3		來之上	1	2	3
錚	zheng1	cheng1	初開耕平	1	2	3
鍁	xian1		曉開元平	1	2	3
鍊	lian4		來開先去	1	2	3
鍪	mou2		明尤平	1	2	3
鎔	rong2	yong2	以鍾平	1	2	3
鎣	ying2	yong2	以合清平	1	2	3
鎧	kai3		溪咍上	1	2	3
鏗	keng1		溪開耕平	1	2	3
鏹	qiang1	jiang3	見開陽上	1	1	3
鏹	qiang3			1	0	3
鐙	deng4		端開登去	1	2	3
鐧	jian3	jian4	見開刪去	1	2	3
鐲	zhuo2		澄江入	1	2	3
鐳	lei2		來灰平	1	2	3
鑊	huo4	huo2	匣合唐入	1	2	3
鑹	cuan1	cuan4	清合寒去	1	2	3
閎	hong2		匣合耕平	2	1	3
閤	he2			2	0	3
閤	ge2			1	0	3
閦	chu4			1	2	3
閶	chang1		昌開陽平	1	2	3
閾	yu4	xu	曉合蒸入	1	2	3
闈	wei2		云合微平	1	2	3
阪	ban3	fan3	幫元上	1	2	3
陟	zhi4	zhi	知開蒸入	1	2	3
陲	chui2	shui2	常合支平	1	2	3
隉	nie4	ye4	疑開先入	1	2	3
隗	wei3		疑灰上	2	0	3
隗	kui2			1	0	3
隰	xi2		邪侵入	2	1	3
霑	zhan1		知鹽平	1	2	3
霽	ji4		精開齊去	1	2	3
靬	jian1		見開元平; 見開山平	1	2	3
鞝	shang4			1	1	3
鞝	zhang3			1	0	3
鞦	qiu1		清尤平	1	2	3
韆	qian1		清開仙平	1	2	3
韭	jiu3		見尤上	1	2	3
顓	zhuan1		章合仙平	2	1	3
顥	hao4		匣豪上	1	2	3
颭	zhan3		章鹽上	1	2	3
飪	ren4	ren3	日侵上	1	2	3
餒	nei3		泥灰上	1	2	3
餔	bu4		並模去	1	1	3
餔	bu1		幫模平	1	0	3
餚	yao2	xiao2	匣肴平	1	2	3
餛	hun2		匣魂平	1	2	3
餸	song4			1	2	3
餿	sou1	shou1	生尤平	1	2	3
饅	man2		明寒平	1	2	3
饜	yan4		影A鹽去	1	2	3
駑	nu2		泥模平	1	2	3
駟	si4		心開脂去	1	2	3
駿	jun4		精合眞去	1	2	3
騁	cheng3		徹開清上	1	2	3
騃	ai2	ye3	疑開皆上	1	2	3
騖	wu4		明虞去	1	2	3
騭	zhi4	zhi	章開眞入	1	2	3
驍	xiao1	jiao1	見蕭平	1	2	3
骺	hou2		匣侯平	1	2	3
髂	qia4		溪開二麻去	1	2	3
髖	kuan1		溪合寒平	1	2	3
髦	mao2		明豪平	1	2	3
髯	ran2		日鹽平	1	2	3
鬩	xi4	xi	曉開青入	1	2	3
鬲	ge2			2	0	3
鬲	li4		來開青入	1	0	3
魑	chi1		徹開支平	1	2	3
魖	xu1		曉魚平	1	2	3
魘	yan3		影A鹽上	1	2	3
魷	you2		云尤平	1	2	3
鯛	diao1		端蕭平	1	2	3
鯤	kun1	gun1	見魂平	1	2	3
鯽	ji4	ji	精開清入; 精開蒸入	1	2	3
鰍	qiu1		清尤平	1	1	3
鰍	qiu5			0	1	3
鰱	lian2		來開仙平	1	2	3
鰾	biao4		並A宵上	1	2	3
鱈	xue3	xue	心合仙入	1	2	3
鱒	zun1	zun4	從魂上; 從魂去	1	2	3
鱔	shan4		常開仙上	1	2	3
鱝	fen4		並文上	1	2	3
鱥	gui4			1	2	3
鱺	li2	li3	來開齊上	1	2	3
鴆	zhen4		澄侵去	1	2	3
鴷	lie4		來開仙入	1	2	3
鶗	ti2			1	2	3
麋	mi2		明B脂平	2	1	3
黐	chi1		徹開支平	1	2	3
黝	you3		影幽上	1	2	3
黠	xia2		匣開山入	1	2	3
龔	gong1	jiong1	見鍾平	1	2	3
龠	yue4		以開陽入	1	2	3
万	mo4		明登入	1	1	2
丨	gun3		見魂上	1	0	2
丨	shu4			1	0	2
丱	guan4		見合刪去	1	0	2
丱	kuang4			1	0	2
丷	xx5			1	0	2
丷	ba1			1	0	2
丼	dong4			1	0	2
丼	jing3		精開清上	1	0	2
乀	fu2			1	0	2
乀	pie3			1	0	2
乇	tuo1			1	0	2
乇	zhe2			1	0	2
乶	fu3			1	1	2
乹	qian2			1	0	2
乹	gan1			1	0	2
乿	luan4			1	0	2
乿	zhi4			1	0	2
亁	qian2			1	0	2
亁	gan1			1	0	2
亍	chu4	chu	徹鍾入	1	1	2
亓	qi2		羣之平	2	0	2
亝	qi2			1	0	2
亝	zhai1			1	0	2
亶	dan3		端開寒上	2	0	2
亽	xx5			1	0	2
亽	ji2			1	0	2
仂	le4		來開登入	1	1	2
仟	qian1		清開先平	1	1	2
伄	diao4		端蕭去	1	1	2
伝	chuan2			1	0	2
伝	yun2			1	0	2
伲	ni3		孃之上	1	0	2
伲	ni4			1	0	2
伾	pi1		滂B脂平	1	1	2
佗	tuo2		定開一歌平	1	1	2
佟	tong2		定冬平	1	1	2
佧	ka3	qia3	溪開二麻上	1	1	2
佪	huai2	hui2	匣灰平	1	1	2
佰	bai3	bo	幫二庚入	1	1	2
佻	tiao1		透蕭平	1	1	2
佽	ci4		清開脂去	2	0	2
侉	kua3	e4	影開一歌去	1	1	2
俉	wu2			1	1	2
俛	mian3		明B仙上	1	0	2
俛	fu3			1	0	2
俜	ping1		滂青平	1	1	2
倔	jue2	ju2	羣文入	1	1	2
倜	ti4	ti	透開青入	1	1	2
倞	jing4		羣開三庚去	1	0	2
倞	liang4			1	0	2
偈	ji4		羣開B祭去	1	0	2
偈	jie2		羣開B仙入	1	0	2
偌	ruo4	re4	日開三麻去	1	1	2
傕	jue2			2	0	2
傖	chen5	cheng2	崇開二庚平	0	1	2
傖	cang1		清開唐平	1	0	2
傿	yan1			1	0	2
傿	yan4		影開元去	1	0	2
僨	fen4		幫文去	1	1	2
儅	dang1		端開唐平	1	1	2
儇	xuan1		曉合A仙平	1	1	2
儸	luo5	luo2	來開一歌平	0	1	2
儸	luo2		來開一歌平	1	0	2
儻	tang3		透開唐上	1	1	2
兕	si4		邪開脂上	1	1	2
冑	zhou4		澄尤去	1	1	2
冣	ju4			1	0	2
冣	zui4			1	0	2
冼	xian3		心開先上	1	1	2
凄	qi1		清開齊平	1	1	2
刎	wen3		明文上	1	1	2
剡	shan4		常鹽上	1	0	2
剡	yan3		以鹽上	1	0	2
剳	da2			1	0	2
剳	zha2			1	0	2
剴	kai3	gai1	見咍平	1	1	2
剷	chan3		初開山上	1	1	2
劊	gui4		見合泰去	1	1	2
劦	lie4			1	0	2
劦	xie2		匣添入	1	0	2
劵	quan4		溪合元去	1	0	2
劵	juan4			1	0	2
劼	jie2	qia	溪開山入	1	1	2
勰	xie2		匣添入	1	1	2
匕	bi3		幫A脂上	1	1	2
匭	gui3		見合B脂上	1	1	2
卛	lü4			1	0	2
卛	shuai4			1	0	2
卝	guan4			1	0	2
卝	kuang4			1	0	2
卞	bian4		並B仙去	2	0	2
卪	xx5			1	0	2
卪	jie2			1	0	2
卬	ang2		疑開唐平	2	0	2
厂	han3		曉開寒上	1	0	2
厂	chang3	han3	曉開寒上	0	1	2
厗	ti2		定開齊平	1	1	2
厪	jin3			1	0	2
厪	qin2			1	0	2
厶	mou3			1	0	2
厶	si1		心開脂平	1	0	2
厷	gong1			1	0	2
厷	hong2			1	0	2
厹	qiu2		羣尤平	1	0	2
厹	rou2			1	0	2
厾	du1			1	1	2
叒	ruo4		日開陽入	1	1	2
叕	zhuo2	zhuo	知合仙入	1	1	2
叶	xie2		匣添入	1	1	2
吅	song4		邪鍾去	1	0	2
吅	xuan1		曉合元平	1	0	2
吥	bu4			1	1	2
呔	tai1	dai1	端咍平	1	1	2
呣	m2			1	0	2
呣	m4			1	0	2
咑	da1			1	1	2
咣	guang1		見合唐平	1	1	2
咥	die2		定開先入	1	0	2
咥	xi4			1	0	2
咼	guo1			1	0	2
咼	wai1			1	0	2
咾	lao3			1	1	2
哚	duo3		端合一歌上	1	1	2
哰	lao2		來豪平	1	1	2
哱	bo1	po	滂魂入	1	1	2
哳	zha1	zha	知開刪入	1	1	2
唅	han1		曉覃平	1	1	2
唎	li5			1	0	2
唎	li4			1	0	2
唔	wu2		疑模平	1	1	2
唣	zao4			1	1	2
唳	li4		來開齊去	1	1	2
唵	an3		影覃上	1	1	2
啁	zhou1		知尤平	1	1	2
啖	dan4		定談上; 定談去	1	1	2
喆	zhe2	zhe	知開仙入	1	1	2
喔	wo5			1	0	2
喔	o1			1	0	2
喙	hui4		曉合廢去	1	1	2
喟	kui4		溪合B脂去	1	1	2
喨	liang4		來開陽去	1	1	2
喼	jie2			1	1	2
嗄	a2			1	0	2
嗄	sha4		生開二麻去	1	0	2
嗉	su4		心模去	1	1	2
嗊	hong3		曉一東上	1	0	2
嗊	gong4	hong3	曉一東上	0	1	2
嗟	jie1		精開三麻平	1	1	2
嗨	hai1		曉咍平	1	1	2
嗩	suo3		心合一歌上	1	1	2
嗽	sou5	sou4	心侯去	0	1	2
嗽	sou4		心侯去	1	0	2
嘅	ge3			1	0	2
嘅	kai3			1	0	2
嘏	gu3			1	0	2
嘏	jia3		見開二麻上	1	0	2
嘜	mai4	mo4	明耕入	1	1	2
嘢	ye3			1	1	2
嘣	beng1		幫登平	1	1	2
嘬	chuai4		初合夬去	1	0	2
嘬	zuo1			1	0	2
噏	xi1	xi	曉B侵入	1	1	2
噗	pu1	pu	滂一東入	1	1	2
噢	o1	yu3	影虞上	1	1	2
噱	jue2		羣開陽入	1	0	2
噱	xue2	jue2	羣開陽入	0	1	2
噲	kuai4		溪合夬去	2	0	2
嚀	ning2		泥開青平	1	1	2
嚄	huo4			1	0	2
嚄	o3			1	0	2
嚨	long2		來一東平	1	1	2
嚳	ku4	ku	溪冬入	1	1	2
囀	zhuan4		知合仙去	1	1	2
囿	you4		云尤去	1	1	2
圐	ku1			1	1	2
圙	lüe4			1	1	2
圩	wei2			1	0	2
圩	xu1			1	0	2
圪	ge1	yi4	疑欣入; 疑開B眞入	1	1	2
圮	pi3	bi4	並B脂上	1	1	2
圱	qian1		清開先平	1	0	2
圱	su2			1	0	2
坆	fen2			1	0	2
坆	mei2			1	0	2
坩	gan1	kan1	溪談平	1	1	2
坫	dian4		端添去	1	1	2
坳	ao4	yao1	影肴平	1	1	2
垓	gai1		見咍平	1	1	2
垝	gui3		見合B支上	1	1	2
垯	da5			1	1	2
埄	beng3			1	0	2
埄	feng1			1	0	2
埏	shan1		書開仙平	1	0	2
埏	yan2		以開仙平	1	0	2
埗	bu4			1	1	2
埡	ya1	ya4	影開二麻去	1	1	2
埲	beng3	beng4	並一東上	1	1	2
埵	duo3		端合一歌上	1	1	2
埼	qi2		羣開B支平	1	1	2
堃	kun1		溪魂平	1	1	2
堝	guo1		見合一歌平	1	1	2
塋	ying2	yong2	以合清平	1	1	2
塕	weng3		影一東上	1	1	2
塬	yuan2			1	1	2
塲	chang2			1	0	2
塲	chang3			1	0	2
墉	yong1	yong2	以鍾平	1	1	2
墻	qiang2		從開陽平	1	1	2
壈	lan3		來覃上	1	1	2
壴	zhu4		知虞去	2	0	2
夅	jiang4			1	0	2
夅	xiang2		匣江平	1	0	2
妗	jin4		羣B侵去	1	1	2
妣	bi3		幫A脂上	1	1	2
妯	zhou2	zhu2	澄三東入	1	1	2
妲	da2	da	端開寒入	1	1	2
妳	nai3			1	0	2
妳	ni3			1	0	2
姣	jiao1			2	0	2
姫	ji1			1	1	2
姮	heng2			1	1	2
娉	ping1	ping4	滂清去	1	1	2
娌	li5	li3	來之上	0	1	2
娌	li3		來之上	1	0	2
娣	di4		定開齊上; 定開齊去	1	1	2
娭	ai1	xi1	曉之平	1	1	2
媁	wei2			1	0	2
媁	wei3		云合微上	1	0	2
媕	an1		影覃平	1	1	2
媠	duo4		定合一歌去	1	0	2
媠	tuo2			1	0	2
媲	pi4		滂齊去	1	1	2
媵	ying4		以開蒸去	1	1	2
嫏	lang2			1	1	2
嫗	yu4		影虞去	1	1	2
嫘	lei2		來合脂平	1	1	2
嫚	man4		明刪去	2	0	2
嫦	chang2		常開陽平	1	1	2
嫵	wu3		明虞上	1	1	2
嬈	rao2	rao3	日宵上	1	1	2
孓	jue2	jue	見合元入	1	1	2
孬	nao1	nao2	孃肴平	1	1	2
孿	luan2		來合仙平	1	1	2
宄	gui3		見合B脂上	1	1	2
宊	jia1			1	0	2
宊	tu2			1	0	2
宓	mi4		明A眞入; 明B眞入	2	0	2
宥	you4		云尤去	1	1	2
寤	wu4		疑模去	1	1	2
寳	bao3			1	1	2
尥	liao4		來蕭去	1	1	2
尬	ga4	jie4	見開皆去	1	1	2
尷	gan1	jian1	見銜平	1	1	2
屐	ji1	ji2	羣開三庚入	1	1	2
屭	xi4			1	1	2
峚	mi4			1	1	2
崒	cui4			1	0	2
崒	zu2		從魂入	1	0	2
嵛	yu2			1	1	2
嵞	tu2		定模平	1	1	2
嵴	ji2			1	0	2
嵴	ji3			0	1	2
嶃	chan2		崇銜平	1	0	2
嶃	zhan3			1	0	2
嶇	qu1		溪虞平	1	1	2
嶌	dao3			1	1	2
嶡	gui4			1	0	2
嶡	jue2			1	0	2
嶪	ye4		疑嚴入	1	1	2
嶷	yi2		疑之平	1	1	2
巂	gui1			1	0	2
巂	xi1			1	0	2
帑	tang3		透開唐上	1	1	2
帡	ping2			1	1	2
幃	wei2		云合微平	1	1	2
幪	meng2		明一東平	1	1	2
幬	chou2		澄尤平	1	0	2
幬	dao4		定豪去	1	0	2
庄	zhuang1	peng2	並耕平	1	1	2
廄	jiu4		見尤去	1	1	2
廌	zhi4		澄開支上	1	1	2
廖	liao4	liao2	來蕭平	1	1	2
廥	kuai4	gui4	見合泰去	1	1	2
廩	lin3		來侵上	1	1	2
弭	mi3		明A支上	1	1	2
弮	juan4		見合B仙去	1	0	2
弮	quan1		溪合B仙平	1	0	2
弳	jing4		見開青去	1	1	2
彖	tuan4		透合寒去	1	1	2
彘	zhi4		澄開祭去	1	1	2
彠	huo4	huo2	匣合耕入	1	1	2
彧	yu4	yu	影三東入	1	1	2
彳	chi4	chi	徹開清入	1	1	2
彸	zhong1		章鍾平	1	1	2
徊	huai2	hui2	匣灰平	1	1	2
徘	pai2	pei2	並灰平	1	1	2
徜	chang2		常開陽平	1	1	2
徠	lai2		來咍平	1	1	2
徨	huang2		匣合唐平	1	1	2
徭	yao2		以宵平	1	1	2
徯	xi1			1	1	2
忕	shi4		常開祭去	1	0	2
忕	tai4		透開泰去	1	0	2
忬	shu1			1	0	2
忬	yu4		以魚去	1	0	2
恓	xi1			1	1	2
恫	dong4		定一東去	1	1	2
恿	yong3		以鍾上	1	1	2
悁	juan1			1	0	2
悁	juan4			1	0	2
悒	yi4	yi	影B侵入	1	1	2
悛	quan1		清合仙平	1	1	2
悧	li4			1	1	2
悱	fei3		滂微上	1	1	2
悴	cui4	zui4	從合脂去	1	1	2
惏	lan2		來覃平	1	0	2
惏	lin2			1	0	2
惙	chuo4	zhuo	知合仙入	1	1	2
惛	hun1		曉魂平	1	1	2
愜	qie4	qie	溪添入	1	1	2
愫	su4		心模去	1	1	2
愾	kai4		溪咍去	1	1	2
愿	yuan4		疑合元去	1	1	2
慊	qian4			1	0	2
慊	qie4			1	0	2
慍	yun4		影文去	1	1	2
慪	ou4		影侯去	1	1	2
慫	song3		心鍾上	1	1	2
慵	yong1	chong2	常鍾平	1	1	2
憔	qiao2		從宵平	1	1	2
憧	chong1		昌鍾平	1	1	2
憹	nao2		泥豪平	1	1	2
懋	mao4	mou4	明侯去	1	1	2
懞	meng2			1	1	2
懺	chan4		初銜去	1	1	2
戢	ji2			2	0	2
扂	dian4		定添上	1	1	2
扆	yi3		影開微上	2	0	2
払	fan3			1	0	2
払	fu2			1	0	2
扢	gu3			1	0	2
扢	xi4			1	0	2
抏	wan2		疑合寒平	1	1	2
抨	peng1		滂耕平	1	1	2
抻	chen1	shen4	書開眞去	1	1	2
捂	wu3	wu4	疑模去	1	1	2
捭	bai3		幫佳上	1	0	2
捭	bo4			1	0	2
捻	nian3	nie4	泥添入	1	1	2
掂	dian1		端添平	1	1	2
掊	pou2		並侯平	1	0	2
掊	pou3			1	0	2
掮	qian2		羣開B仙平	1	1	2
掱	pa2		並二麻平	1	0	2
掱	shou3			1	0	2
揆	kui2	gui4	羣合A脂上	1	1	2
揎	xuan1		心合仙平	1	1	2
揘	huang2			1	0	2
揘	yong2		云合三庚平	0	1	2
揠	ya4	ya	影開山入	1	1	2
揦	la4			1	0	2
揦	la2			0	1	2
揶	ye2		以開三麻平	1	1	2
揹	bei1		幫灰平	1	1	2
搐	chu4	chu	徹三東入	1	1	2
搦	nuo4		孃江入	1	1	2
搳	hua2			1	1	2
搴	qian1	jian3	見開B仙上	1	1	2
摞	luo4		來合一歌去	1	1	2
摽	biao1			1	0	2
摽	biao4		並A宵上	1	0	2
撾	zhua1		知合二麻平	1	0	2
撾	wo1		影合一歌平	0	1	2
擀	gan3		見開寒上	1	1	2
擤	xing3	heng3	曉開二庚上	1	1	2
擧	ju3	yu2	以魚平	1	1	2
擷	xie2		匣開先入	1	1	2
擼	lu1	lu2	來模平	1	1	2
擿	ti1			1	0	2
擿	zhi4			1	0	2
攉	huo1	huo	曉合唐入	1	1	2
攛	cuan1		清合寒平	1	1	2
攥	zuan4	zuo	精合寒入	1	1	2
敪	duo2			1	0	2
敪	duo1			0	1	2
斕	lan2		來開山平	1	1	2
斝	jia3		見開二麻上	1	1	2
斢	tiao3			1	0	2
斢	tou3		透侯上	1	0	2
旃	zhan1		章開仙平	1	1	2
旆	pei4	bei4	並泰去	1	1	2
旎	ni3		孃開支上	1	1	2
旖	yi3		影開B支上	1	1	2
旰	gan4		見開寒去	1	1	2
昀	yun2		以合眞平	1	1	2
昉	fang3		幫陽上	1	1	2
昝	zan3		精覃上	1	0	2
昝	zan5	zan3	精覃上	0	1	2
昫	xu4		曉虞去	1	1	2
晗	han2		匣覃平	1	1	2
晬	zui4		精灰去	1	1	2
暆	yi2		以開支平	1	1	2
暋	min2			1	0	2
暋	min3		明B眞上	1	0	2
暠	gao3		見豪上	1	0	2
暠	hao4			1	0	2
暡	weng3		影一東上	1	1	2
暾	tun1		透魂平	1	1	2
曚	meng2	meng3	明一東上	1	1	2
曦	xi1		曉開B支平	1	1	2
曱	yue1			1	1	2
朕	zhen4		澄侵上	1	1	2
杪	miao3		明A宵上	1	1	2
杻	chou3		徹尤上	1	0	2
杻	niu3		孃尤上	1	0	2
杼	zhu4		澄魚上	1	1	2
枒	ya2		疑開二麻平	1	0	2
枒	ya1	ya2	疑開二麻平	0	1	2
柊	zhong1		章三東平	1	1	2
柜	gui4			1	0	2
柜	ju3		見魚上	1	0	2
柝	tuo4	tuo	透開唐入	1	1	2
柩	jiu4		羣尤去	1	1	2
栝	gua1			1	0	2
栝	kuo4			0	1	2
栱	gong3	jiong3	見鍾上	1	1	2
栳	lao3		來豪上	1	1	2
栴	zhan1		章開仙平	1	1	2
桎	zhi4	zhi	章開眞入	1	1	2
桕	jiu4		羣尤上	1	1	2
桲	po5	bo2	並魂入	0	1	2
桲	bo2		並魂入	1	0	2
桴	fu2	fou2	並尤平	1	1	2
桷	jue2	jue	見江入	1	1	2
梏	gu4	gu	見冬入	1	1	2
梜	jia1	jia	見銜入	1	1	2
梣	chen2		崇侵平	1	1	2
棰	chui2	zhui3	章合支上	1	1	2
棶	lai2		來咍平	1	1	2
椥	zhi1			1	1	2
椴	duan4		定合寒去	1	1	2
椽	chuan2		澄合仙平	1	1	2
楛	hu4		匣模上	1	0	2
楛	ku3			1	0	2
楝	lian4		來開先去	1	1	2
楨	zhen1	zheng1	知開清平	1	1	2
楮	chu3		徹魚上	1	1	2
楽	le4			1	0	2
楽	yue4			1	0	2
榘	ju3		見虞上	1	1	2
榲	wen1			1	1	2
榷	que4	jue	見江入	1	1	2
槁	gao3	kao3	溪豪上	1	1	2
槔	gao1		見豪平	1	1	2
槨	guo3	guo	見合唐入	1	1	2
槵	huan4		匣合刪去	1	1	2
槺	kang1		溪開唐平	1	1	2
槿	jin3		見欣上	1	1	2
樆	chi1			1	0	2
樆	li2		來開支平	1	0	2
樑	liang2		來開陽平	1	1	2
樘	cheng3			1	0	2
樘	tang2		定開唐平	1	0	2
樛	jiu1		見幽平	2	0	2
橾	qiao1			1	0	2
橾	shu1		生虞平	1	0	2
檃	yin3			1	1	2
檄	xi2		匣開青入	1	1	2
檎	qin2		羣B侵平	1	1	2
檗	bo4	bo	幫耕入	1	1	2
檜	gui4		見合泰去	1	0	2
檜	hui4		匣合泰去	0	1	2
檮	tao2		定豪平	1	1	2
櫆	kui2			1	1	2
櫝	du2		定一東入	1	1	2
櫫	zhu1		知魚平	1	1	2
欏	luo2		來開一歌平	1	1	2
欻	chua1			1	0	2
欻	xu1			1	0	2
欿	kan3	han4	匣覃上	1	1	2
歔	xu1		曉魚平	1	1	2
歙	she4	she	書鹽入	1	1	2
歛	han1		曉談平	1	0	2
歛	lian3			1	0	2
歺	can1			1	0	2
歺	dai3			1	0	2
殂	cu2		從模平	1	1	2
殄	tian3	dian4	定開先上	1	1	2
殗	ye4	ye	影嚴入	1	1	2
殳	shu1			2	0	2
毐	ai3		影咍上	1	1	2
毖	bi4		幫B脂去	1	1	2
毽	jian4		見開元去	1	1	2
氂	mao2		明豪平	1	1	2
氅	chang3		昌開陽上	1	1	2
氐	di1		端開齊平	1	0	2
氐	di3			1	0	2
氘	dao1		端豪平	1	1	2
氜	ri4			1	0	2
氜	yang2			1	0	2
氤	yin1		影開A眞平	1	1	2
氪	ke4	ke	溪開登入	1	1	2
氳	yun1		影文平	1	1	2
汙	wu1	yu2	云虞平	1	1	2
汧	qian1		溪開先平	2	0	2
汫	jing3	jing4	從開青上	1	1	2
沇	yan3			2	0	2
沮	ju3	ju4	精魚去; 從魚上	1	1	2
泆	yi4		以開眞入	1	1	2
泓	hong2	weng1	影合耕平	1	1	2
泔	gan1		見談平	1	1	2
泝	su4		心模去	1	1	2
泠	ling2		來開青平	2	0	2
洣	mi3		明齊上	1	1	2
洧	wei3		云合脂上	1	1	2
洨	xiao2		匣肴平	1	1	2
洵	xun2		邪合眞平	1	1	2
浽	sui1		心合脂平	1	1	2
涖	li4		來開脂去; 來開齊去	2	0	2
淩	ling2		來開蒸平	1	1	2
淬	cui4		清灰去	1	1	2
淯	yu4		以三東入	1	1	2
淼	miao3		明A宵上	1	1	2
渲	xuan4		心合仙去	1	1	2
湣	min3		明B眞上	1	1	2
湴	ban4		並銜去	1	0	2
湴	pan2			1	0	2
湼	nie4		泥開先入	1	1	2
溏	tang2		定開唐平	1	1	2
溦	wei1			1	1	2
溲	sou1	shou1	生尤平	1	1	2
溷	hun4		匣魂去	1	1	2
滊	xi4			1	0	2
滊	xie1			1	0	2
滓	zi3	zhi3	莊之上	1	1	2
滻	chan3	shan3	生開山上	1	1	2
漕	cao2		從豪平	1	1	2
漭	mang3		明唐上	1	1	2
漼	cui3		清灰上	1	1	2
潸	shan1		生開刪平	1	1	2
潽	pu3	pu1	滂模平	0	1	2
潽	pu1		滂模平	1	0	2
澥	xie4	xia4	匣開佳上	1	1	2
濂	lian2		來添平	1	1	2
濊	hui4		曉合泰去	1	1	2
濘	ning4		泥開青去	1	1	2
瀚	han4		匣開寒去	1	1	2
瀦	zhu1		知魚平	1	1	2
灃	feng1		滂三東平	1	1	2
灠	lan3			1	0	2
灠	lan4			1	0	2
灢	nang3		泥開唐上	1	1	2
炅	gui4		見合齊去	1	0	2
炅	jiong3		見合青上	1	0	2
炆	wen2		明文平	1	1	2
炤	zhao4		章宵去	2	0	2
煆	xia1		曉開二麻平	1	0	2
煆	ya1			1	0	2
煊	xuan1		曉合元平	1	1	2
熜	cong1		清一東平	1	0	2
熜	zong3		精一東上	1	0	2
熰	ou1			1	0	2
熰	ou3			1	0	2
熳	man4		明刪去; 明寒去	1	1	2
燁	ye4		云鹽入	1	1	2
燐	lin2		來開眞平	1	1	2
燜	men4		明魂去	1	1	2
爇	re4			1	0	2
爇	ruo4		日合仙入	1	0	2
爯	chen4			1	0	2
爯	cheng1		昌開蒸平	1	0	2
爰	yuan2		云合元平	2	0	2
爲	wei2		云合支平	1	0	2
爲	wei4		云合支去	1	0	2
爿	qiang2		從開陽平	1	0	2
爿	pan2		並山平	1	0	2
牤	mang1			1	1	2
犂	li2		來開脂平; 來開齊平	1	1	2
犎	feng1		幫鍾平	1	1	2
犏	pian1		滂A仙平	1	1	2
犪	kui2		羣合B脂平	1	1	2
犮	ba2			1	0	2
犮	quan3			1	0	2
犰	qiu2		羣尤平	1	1	2
狁	yun3		以合眞上	1	1	2
狉	pi1			1	1	2
狩	shou4		書尤去	1	1	2
狳	yu2		以魚平	1	1	2
猁	li4		來開脂去	1	1	2
猙	zheng1		莊開耕平	1	1	2
猞	she1		書開三麻平	1	1	2
猲	he4			1	0	2
猲	xie1			1	0	2
猳	jia1		見開二麻平	1	1	2
猸	mei2	mi2	明B脂平	1	1	2
獐	zhang1		章開陽平	1	1	2
獕	cui1			1	1	2
獗	jue2	jue	見合元入	1	1	2
獞	zhuang4			1	0	2
獞	tong2			1	0	2
獫	xian3		曉B鹽上	1	1	2
獬	xie4	xia4	匣開佳上	1	1	2
獮	xian3		心開仙上	1	1	2
獯	xun1		曉文平	1	1	2
獷	guang3		見合陽上	1	1	2
玎	ding1		端開青平	1	1	2
玓	di4	di	端開青入	1	1	2
玗	yu2		云虞平	1	1	2
玢	fen1	bin1	幫B眞平	1	1	2
玦	jue2	jue	見合先入	1	1	2
珂	ke1		溪開一歌平	1	1	2
珅	shen1		書開眞平	1	1	2
珈	jia1		見開二麻平	1	1	2
珣	xun2	xun1	心合眞平	1	1	2
珥	er3	er4	日之去	1	1	2
琦	qi2		羣開B支平	1	1	2
琮	cong2		從冬平	2	0	2
瑄	xuan1		心合仙平	1	1	2
瑱	tian4		透開先去	1	0	2
瑱	zhen4		知開眞去	1	0	2
瑾	jin3	jin4	羣開B眞去	1	1	2
璋	zhang1		章開陽平	1	1	2
璚	jue2			1	0	2
璚	qiong2		羣合清平	1	0	2
璣	ji1		見開微平	1	1	2
璦	ai4		影咍去	1	1	2
璩	qu2		羣魚平	2	0	2
璺	wen4		明文去	1	1	2
瓅	li4		來開青入	1	1	2
瓔	ying1		影開清平	1	1	2
